Name,Description,styleUrl,Hours,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
E-BUS บึงกุ่ม (สเตชั่น3),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 6x 150 kW, 200A<br>Parking<br>Address: คันนายาว, คันนายาว, กรุงเทพมหานคร<br>Latitude: 13.786546<br>Longitude: 100.67899<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 6x 150 kW, 200A
Parking","คันนายาว, คันนายาว, กรุงเทพมหานคร",13.786546,100.67899,EA,"
            100.67899,13.786546,0
          "
บริษัท ส.สิณีเซอร์วิส จำกัด,"Hours: 24 Hr<br>Power: 90 kW<br>Description: CCS2: 90 kW, 200A<br>Type2: 2x 22 kW<br>Parking<br>Address: คลองพระอุดม, ปากเกร็ด, นนทบุรี<br>Latitude: 13.930394<br>Longitude: 100.483629<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,90 kW,"CCS2: 90 kW, 200A
Type2: 2x 22 kW
Parking","คลองพระอุดม, ปากเกร็ด, นนทบุรี",13.930394,100.483629,EA,"
            100.483629,13.930394,0
          "
E-BUS บึงกุ่ม (สเตชั่น2),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 3x 150 kW, 200A<br>Paring<br>Address: คันนายาว, คันนายาว, กรุงเทพมหานคร<br>Latitude: 13.786554<br>Longitude: 100.67935<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 3x 150 kW, 200A
Paring","คันนายาว, คันนายาว, กรุงเทพมหานคร",13.786554,100.67935,EA,"
            100.67935,13.786554,0
          "
E-BUS บึงกุ่ม (สเตชั่น1),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 150 kW, 200A<br>Parking<br>Address: คันนายาว, คันนายาว, กรุงเทพมหานคร<br>Latitude: 13.786651<br>Longitude: 100.679558<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 150 kW, 200A
Parking","คันนายาว, คันนายาว, กรุงเทพมหานคร",13.786651,100.679558,EA,"
            100.679558,13.786651,0
          "
The Steel (บางบอน 5),"Hours: Peak<br>Power: 75 kW<br>Description: Type2: 5 kW<br>CCS2: 75 kW<br>Parking<br>Address: บางบอน, บางบอน, กรุงเทพมหานคร<br>Latitude: 13.636605<br>Longitude: 100.369934<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"Type2: 5 kW
CCS2: 75 kW
Parking","บางบอน, บางบอน, กรุงเทพมหานคร",13.636605,100.369934,EA,"
            100.369934,13.636605,0
          "
7-11 กลางซอยศรีด่าน 22,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>pARKING<br>Address: บางแก้ว, บางพลี, สมุทรปราการ<br>Latitude: 13.646208<br>Longitude: 100.643274<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
pARKING","บางแก้ว, บางพลี, สมุทรปราการ",13.646208,100.643274,EA,"
            100.643274,13.646208,0
          "
เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 16 (หนองบอน),"Hours: Closed<br>Power: 110 kW<br>Description: CCS2: 110 kW, 200A, CLOSED<br>Type2: 5 kW, CLOSED<br>Parking<br>Address: หนองบอน, ประเวศ, กรุงเทพมหานคร<br>Latitude: 13.694531<br>Longitude: 100.672389<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,110 kW,"CCS2: 110 kW, 200A, CLOSED
Type2: 5 kW, CLOSED
Parking","หนองบอน, ประเวศ, กรุงเทพมหานคร",13.694531,100.672389,EA,"
            100.672389,13.694531,0
          "
ม่วงศิริ (บางบอน5),"Hours: Closed<br>Power: 135 kW<br>Description: CCS2: 135 kW, 200A, CLOSED<br>Type2: 5 kW, CLOSED<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.636886<br>Longitude: 100.366883<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,135 kW,"CCS2: 135 kW, 200A, CLOSED
Type2: 5 kW, CLOSED
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.636886,100.366883,EA,"
            100.366883,13.636886,0
          "
บิ๊กซี คู้บอน,"Hours: Peak<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: คันนายาว, คันนายาว, กรุงเทพมหานคร<br>Latitude: 13.841268<br>Longitude: 100.662285<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking","คันนายาว, คันนายาว, กรุงเทพมหานคร",13.841268,100.662285,EA,"
            100.662285,13.841268,0
          "
MG อินเตอร์เนชั่นแนล (NCI),"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: บางรักพัฒนา, บางบัวทอง, นนทบุรี<br>Latitude: 13.907541<br>Longitude: 100.401312<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","บางรักพัฒนา, บางบัวทอง, นนทบุรี",13.907541,100.401312,EA,"
            100.401312,13.907541,0
          "
7-11 ม.เอื้อพัฒนานิเวศน์ (หนามแดง),"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางแก้ว, บางพลี, สมุทรปราการ<br>Latitude: 13.629384<br>Longitude: 100.633024<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking","บางแก้ว, บางพลี, สมุทรปราการ",13.629384,100.633024,EA,"
            100.633024,13.629384,0
          "
LPG เลิศราชพฤกษ์,"Hours: 24 Hr<br>Power: 75 kW<br>Description: Type2: 22 kW<br>CCS2: 75 kW<br>parking LPG ราชพฤกษ์<br>Address: บางพลับ, ปากเกร็ด, นนทบุรี<br>Latitude: 13.928569<br>Longitude: 100.443835<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,75 kW,"Type2: 22 kW
CCS2: 75 kW
parking LPG ราชพฤกษ์","บางพลับ, ปากเกร็ด, นนทบุรี",13.928569,100.443835,EA,"
            100.443835,13.928569,0
          "
เรสโกติวานนท์,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บ้านใหม่, ปากเกร็ด, นนทบุรี<br>Latitude: 13.937406<br>Longitude: 100.540006<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking","บ้านใหม่, ปากเกร็ด, นนทบุรี",13.937406,100.540006,EA,"
            100.540006,13.937406,0
          "
MG เซควอญ่า สาขารามอินทรา,"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: คันนายาว, คันนายาว, กรุงเทพมหานคร<br>Latitude: 13.822656<br>Longitude: 100.679945<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","คันนายาว, คันนายาว, กรุงเทพมหานคร",13.822656,100.679945,EA,"
            100.679945,13.822656,0
          "
SCB สาขา เสรีไทย (สวนสยาม),"Hours: Peak<br>Power: 117 kW<br>Description: Type2: 5 kW<br>CCS2: 2x 118 kW, 200A<br>PARKING  SCB<br>Address: คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร<br>Latitude: 13.795896<br>Longitude: 100.691478<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,117 kW,"Type2: 5 kW
CCS2: 2x 118 kW, 200A
PARKING  SCB","คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",13.795896,100.691478,EA,"
            100.691478,13.795896,0
          "
โรบินสัน ศรีสมาน,"Hours: Peak<br>Power: 22 kW<br>Description: Type2: 2x 22 kW<br>CCS2: CLOSED<br>Parking<br>Address: บ้านใหม่, ปากเกร็ด, นนทบุรี<br>Latitude: 13.938638<br>Longitude: 100.554162<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,22 kW,"Type2: 2x 22 kW
CCS2: CLOSED
Parking","บ้านใหม่, ปากเกร็ด, นนทบุรี",13.938638,100.554162,EA,"
            100.554162,13.938638,0
          "
MG รุ่งเจริญ สาขา เทพารักษ์,"Hours: 24 Hr<br>Power: 115 kW<br>Description: CCS2: 2x 115 kW, 200A<br>Type2: CLOSED<br>parking<br>Address: บางแก้ว, บางพลี, สมุทรปราการ<br>Latitude: 13.620934<br>Longitude: 100.642418<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,115 kW,"CCS2: 2x 115 kW, 200A
Type2: CLOSED
parking","บางแก้ว, บางพลี, สมุทรปราการ",13.620934,100.642418,EA,"
            100.642418,13.620934,0
          "
ไทยสัมพันธ์ปราการ ถ.เทพารักษ์ กม.6,"Hours: 24 Hr<br>Power: 110 kW<br>Description: CCS2: 110 kW, 200A, CLOSED<br>Type2: 22 kW<br>Parking<br>Address: เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ<br>Latitude: 13.620418<br>Longitude: 100.643611<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"CCS2: 110 kW, 200A, CLOSED
Type2: 22 kW
Parking","เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ",13.620418,100.643611,EA,"
            100.643611,13.620418,0
          "
หน่วยบัญชาการป้องกันภัยทางอากาศกองทัพบก (นปอ.),"Hours: 24 Hr<br>Power: 115 kW<br>Description: CCS2: 115 kW, 200A, CLOSED<br>Parking<br>Address: สีกัน, ดอนเมือง, กรุงเทพมหานคร<br>Latitude: 13.942247<br>Longitude: 100.578536<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,115 kW,"CCS2: 115 kW, 200A, CLOSED
Parking","สีกัน, ดอนเมือง, กรุงเทพมหานคร",13.942247,100.578536,EA,"
            100.578536,13.942247,0
          "
อี-บัส ราม 2 (Station 1),"Hours: 24 Hr<br>Power: 300 kW<br>Description: CCS2: 4x 300 kW, 200A<br>Parking<br>Address: บางจาก, พระโขนง, กรุงเทพมหานคร<br>Latitude: 13.673501<br>Longitude: 100.691191<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,300 kW,"CCS2: 4x 300 kW, 200A
Parking","บางจาก, พระโขนง, กรุงเทพมหานคร",13.673501,100.691191,EA,"
            100.691191,13.673501,0
          "
อี-บัส ราม 2 (สเตชั่น2),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 9x 150 kW, 200A<br>Parking<br>Address: บางจาก, พระโขนง, กรุงเทพมหานคร<br>Latitude: 13.673737<br>Longitude: 100.691327<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 9x 150 kW, 200A
Parking","บางจาก, พระโขนง, กรุงเทพมหานคร",13.673737,100.691327,EA,"
            100.691327,13.673737,0
          "
โรบินสัน สมุทรปราการ,"Hours: Peak<br>Power: 90 kW<br>Description: CCS2: 2x 90 kW, 200A<br>Type2: 2x 22 kW<br>Parking<br>Address: ท้ายบ้านใหม่, เมืองสมุทรปราการ, สมุทรปราการ<br>Latitude: 13.583558<br>Longitude: 100.609553<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"CCS2: 2x 90 kW, 200A
Type2: 2x 22 kW
Parking","ท้ายบ้านใหม่, เมืองสมุทรปราการ, สมุทรปราการ",13.583558,100.609553,EA,"
            100.609553,13.583558,0
          "
K-space Mini Mall ถ.สุขาภิบาล2,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ประเวศ, ประเวศ, กรุงเทพมหานคร<br>Latitude: 13.699083<br>Longitude: 100.705073<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking","ประเวศ, ประเวศ, กรุงเทพมหานคร",13.699083,100.705073,EA,"
            100.705073,13.699083,0
          "
ดูโฮม สาขาบางบัวทอง,"Hours: Closed<br>Power: 75 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: 75 kW, CLOSED<br>Parking<br>Address: ละหาร, บางบัวทอง, นนทบุรี<br>Latitude: 13.949241<br>Longitude: 100.421632<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,75 kW,"Type2: 22 kW, CLOSED
CCS2: 75 kW, CLOSED
Parking","ละหาร, บางบัวทอง, นนทบุรี",13.949241,100.421632,EA,"
            100.421632,13.949241,0
          "
ESSO อ่อนนุช,"Hours: 24 Hr<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร<br>Latitude: 13.722452<br>Longitude: 100.713891<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",13.722452,100.713891,EA,"
            100.713891,13.722452,0
          "
คาลเท็กซ์ รามอินทรา กม.14,"Hours: Closed<br>Power: 115 kW<br>Description: CCS2: 115 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: มีนบุรี, มีนบุรี, กรุงเทพมหานคร<br>Latitude: 13.812495<br>Longitude: 100.709057<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,115 kW,"CCS2: 115 kW, 200A, CLOSED
Type2: CLOSED
Parking","มีนบุรี, มีนบุรี, กรุงเทพมหานคร",13.812495,100.709057,EA,"
            100.709057,13.812495,0
          "
7-11 ถนนพัฒนาชนบท 3 จุด2,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร<br>Latitude: 13.73178<br>Longitude: 100.716077<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking","คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",13.73178,100.716077,EA,"
            100.716077,13.73178,0
          "
อี-บัส วัดไร่ขิง (Station1),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 150 kW, 200A<br>Parking<br>Address: ไร่ขิง, สามพราน, นครปฐม<br>Latitude: 13.754854<br>Longitude: 100.2854<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 150 kW, 200A
Parking","ไร่ขิง, สามพราน, นครปฐม",13.754854,100.2854,EA,"
            100.2854,13.754854,0
          "
อี-บัส วัดไร่ขิง (Station2),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 4x 150 kW, 200A<br>Parking<br>Address: ไร่ขิง, สามพราน, นครปฐม<br>Latitude: 13.754677<br>Longitude: 100.285131<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 4x 150 kW, 200A
Parking","ไร่ขิง, สามพราน, นครปฐม",13.754677,100.285131,EA,"
            100.285131,13.754677,0
          "
7-11 รามคำแหง 170,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: มีนบุรี, มีนบุรี, กรุงเทพมหานคร<br>Latitude: 13.797279<br>Longitude: 100.714516<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking","มีนบุรี, มีนบุรี, กรุงเทพมหานคร",13.797279,100.714516,EA,"
            100.714516,13.797279,0
          "
