Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Hours,Dealership,Address,Latitude,Longitude,Provider,Coordinates
รีคอล อีส้าน อีสาน คอนเซ็ปท์ แอท เขาใหญ่,"Name-EN: Recall Isaan Isan Concept at Khaoyai<br>Power: 120 kW<br>Description: ChargeCore NKR-ADC: 2x CCS2, Type 2 (1000V 200A)<br>Address: 54 หมู่ 17 ต.หมูสี อ.ปากช่อง จ.นครราชสีมา 30450<br>Latitude: 14.51349669<br>Longitude: 101.3756338<br>Provider: PTT",#icon-1899-DB4436-labelson,Recall Isaan Isan Concept at Khaoyai,120 kW,"ChargeCore NKR-ADC: 2x CCS2, Type 2 (1000V 200A)",,,54 หมู่ 17 ต.หมูสี อ.ปากช่อง จ.นครราชสีมา 30450,14.51349669,101.3756338,PTT,"
            101.3756338,14.51349669,0
          "
โรงแรม ลาบาริิส,"Name-EN: Hotel Labaris<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 9/9 หมู่ 4 ตําบลหมูสี อ.ปากช่อง จ.นครราชสีมา 30130<br>Latitude: 14.54159134829826<br>Longitude: 101.40555746948709<br>Provider: PTT",#icon-1899-DB4436-labelson,Hotel Labaris,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,9/9 หมู่ 4 ตําบลหมูสี อ.ปากช่อง จ.นครราชสีมา 30130,14.54159134829826,101.40555746948709,PTT,"
            101.405557469487,14.5415913482983,0
          "
โรบินสัน ไลฟ์สไตล์ ร้อยเอ็ด,"Name-EN: Robinson Lifestyle Roi Et<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 137 หมู่ที่3, ตำบลดงลาน อำเภอเมืองร้อยเอ็ด ,จ.ร้อยเอ็ด 45000<br>Latitude: 16.06018<br>Longitude: 103.61754<br>Provider: PTT",#icon-1899-DB4436-labelson,Robinson Lifestyle Roi Et,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,"137 หมู่ที่3, ตำบลดงลาน อำเภอเมืองร้อยเอ็ด ,จ.ร้อยเอ็ด 45000",16.06018,103.61754,PTT,"
            103.61754,16.06018,0
          "
ปตท รามอินทรา กม.6.5,"Name-EN: PTT Ram Inthra Km.6.5<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 27/1 ถนนรามอินทรา แขวงรามอินทรา เขตคันนายาว จังหวัดกรุงเทพมหานคร 10230<br>Latitude: 13.84710592565055<br>Longitude: 100.6473185272318<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Ram Inthra Km.6.5,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,27/1 ถนนรามอินทรา แขวงรามอินทรา เขตคันนายาว จังหวัดกรุงเทพมหานคร 10230,13.84710592565055,100.6473185272318,PTT,"
            100.647318527232,13.8471059256506,0
          "
ปตท บจ.เอ็นทีเค ปิโตรเลียม,"Name-EN: PTT NTK Petroleum<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 405 ม.4 ต.มหาโพธิ อ.เก้าเลี้ยว นครสวรรค์ 60230<br>Latitude: 15.83069546<br>Longitude: 100.1184153<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT NTK Petroleum,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,405 ม.4 ต.มหาโพธิ อ.เก้าเลี้ยว นครสวรรค์ 60230,15.83069546,100.1184153,PTT,"
            100.1184153,15.83069546,0
          "
ปตท บจ.หลังสวนปิยะแก๊ส (8),"Name-EN: PTT Lang Suan Piya Gas (8)<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 97/4,97/5,97/6,97/7,97/8 ม.2 ต.บางหมาก อ.เมืองชุมพร จ.ชุมพร 86000<br>Latitude: 10.482283<br>Longitude: 99.20108<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Lang Suan Piya Gas (8),120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,"97/4,97/5,97/6,97/7,97/8 ม.2 ต.บางหมาก อ.เมืองชุมพร จ.ชุมพร 86000",10.482283,99.20108,PTT,"
            99.20108,10.482283,0
          "
บิ๊กซี แจ้งวัฒนะ 1 (หลักสี่),Name-EN: BigC Chaengwatthana 1 (Laksi)<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2 (1000V 200A)<br>Address: 96 หมู่ที่ 1 แขวงทุ่งสองห้อง เขตหลักสี่ จังหวัด กรุงเทพมหานคร 10210<br>Latitude: 13.894376233225824<br>Longitude: 100.56004854527818<br>Provider: PTT,#icon-1899-DB4436-labelson,BigC Chaengwatthana 1 (Laksi),120 kW,ChargeCore NKR: 2x CCS2 (1000V 200A),,,96 หมู่ที่ 1 แขวงทุ่งสองห้อง เขตหลักสี่ จังหวัด กรุงเทพมหานคร 10210,13.894376233225824,100.56004854527818,PTT,"
            100.560048545278,13.8943762332258,0
          "
ปตท แพร่,"Name-EN: PTT Phrae<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 275 ม.10 ถ.อุตรดิตถ์ ต.แม่จั๊วะ อ.เด่นชัย แพร่ 54110<br>Latitude: 17.95652671<br>Longitude: 100.0684662<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Phrae,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,275 ม.10 ถ.อุตรดิตถ์ ต.แม่จั๊วะ อ.เด่นชัย แพร่ 54110,17.95652671,100.0684662,PTT,"
            100.0684662,17.95652671,0
          "
ปตท พุนพิน,"Name-EN: PTT Phunphin<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 44/1 หมู่ 5 ต.ท่าข้าม อ.พุนพิน จ.สุราษฎร์ธานี 84130<br>Latitude: 9.11084740516447<br>Longitude: 99.2086370792279<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Phunphin,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,44/1 หมู่ 5 ต.ท่าข้าม อ.พุนพิน จ.สุราษฎร์ธานี 84130,9.11084740516447,99.2086370792279,PTT,"
            99.2086370792279,9.11084740516447,0
          "
ปตท สุขสวัสดิ์ ขาออก,"Name-EN: PTT Suk Sawat (Outbound)<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 809 ถ.สุขสวัสดิ์ แขวงบางปะกอก เขตราษฎร์บูรณะ จังหวัดกรุงเทพมหานคร 10140<br>Latitude: 13.679693166110278<br>Longitude: 100.49650570169256<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Suk Sawat (Outbound),120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,809 ถ.สุขสวัสดิ์ แขวงบางปะกอก เขตราษฎร์บูรณะ จังหวัดกรุงเทพมหานคร 10140,13.679693166110278,100.49650570169256,PTT,"
            100.496505701693,13.6796931661103,0
          "
ปตท บจ.เอ เค.ปิโตรเลียมเซอร์วิส,"Name-EN: PTT A.K. Petroleum Service<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 530/1 ถ.ฉบ.5037 ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21000<br>Latitude: 12.686827103025237<br>Longitude: 101.25424986900896<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT A.K. Petroleum Service,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,530/1 ถ.ฉบ.5037 ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21000,12.686827103025237,101.25424986900896,PTT,"
            101.254249869009,12.6868271030252,0
          "
ปตท แอลพีจี บจก.ยูนิตี้ปิโตรเลียม,"Name-EN: LPG Auto Station Unity Petroleum Co., Ltd<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 163 ต.บ่อกวางทอง อ.บ่อทอง ชลบุรี 20270 <br>Latitude: 13.32012183<br>Longitude: 101.2695471<br>Provider: PTT",#icon-1899-DB4436-labelson,"LPG Auto Station Unity Petroleum Co., Ltd",120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,163 ต.บ่อกวางทอง อ.บ่อทอง ชลบุรี 20270 ,13.32012183,101.2695471,PTT,"
            101.2695471,13.32012183,0
          "
ปตท หจก.พนมบริการ,"Name-EN: PTT Phanom Service<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 35 ถนนนครพนม-ธาตุพนม ตำบลในเมือง อำเภอเมืองนครพนม นครพนม 48000<br>Latitude: 17.37567437<br>Longitude: 104.7938881<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Phanom Service,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,35 ถนนนครพนม-ธาตุพนม ตำบลในเมือง อำเภอเมืองนครพนม นครพนม 48000,17.37567437,104.7938881,PTT,"
            104.7938881,17.37567437,0
          "
ปตท ช.สามเศียร,Name-EN: PTT NGV Station Chor Sam Sien<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 444/4 ถ.เพชรเกษม แขวงบางหว้า เขตภาษีเจริญกรุงเทพมหานคร 10160<br>Latitude: 13.714264<br>Longitude: 100.440796<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT NGV Station Chor Sam Sien,120 kW,"ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",,,444/4 ถ.เพชรเกษม แขวงบางหว้า เขตภาษีเจริญกรุงเทพมหานคร 10160,13.714264,100.440796,PTT,"
            100.440796,13.714264,0
          "
ปตท บจ.สหธราทรัพย์ ปิโตรเลียม,Name-EN: PTT Sahatarasup Petroleum<br>Power: 120 kW<br>Description: StarCharge Jupiter120: 2x CCS2 (1000V 200A)<br>Address: 37/4 ม.10 ต.พรหมณี อ.เมืองนครนายก นครนายก 26000<br>Latitude: 14.22014002<br>Longitude: 101.1882999<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Sahatarasup Petroleum,120 kW,StarCharge Jupiter120: 2x CCS2 (1000V 200A),,,37/4 ม.10 ต.พรหมณี อ.เมืองนครนายก นครนายก 26000,14.22014002,101.1882999,PTT,"
            101.1882999,14.22014002,0
          "
คาเฟ่ อเมซอน เขาย้อย จ.เพชรบุรี,"Name-EN: Cafe Amazon Khao Yoi<br>Power: 120 kW<br>Description: ChargeCore NKR-ADC: 2x CCS2, Type 2 (1000V 200A)<br>Address: 4/4 หมู่ที่ 5 ต.เขาย้อย อ.เขาย้อย จ.เพชรบุรี<br>Latitude: 13.2334793348493<br>Longitude: 99.8245214269905<br>Provider: PTT",#icon-1899-DB4436-labelson,Cafe Amazon Khao Yoi,120 kW,"ChargeCore NKR-ADC: 2x CCS2, Type 2 (1000V 200A)",,,4/4 หมู่ที่ 5 ต.เขาย้อย อ.เขาย้อย จ.เพชรบุรี,13.2334793348493,99.8245214269905,PTT,"
            99.8245214269905,13.2334793348493,0
          "
ปตท บจ.หลักเมืองถาวรพาณิชย์,Name-EN: PTT Lak Muang Thaworn Panich<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2 (1000V 200A)<br>Address: 254-254/1-7 ม.1 ถ.บางบัวทอง-สุพรรณบุรี ต.ท่าระหัด อ.เมืองสุพรรณบุรี สุพรรณบุรี 72000<br>Latitude: 14.4423570172332<br>Longitude: 100.133099162006<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Lak Muang Thaworn Panich,120 kW,ChargeCore NKR: 2x CCS2 (1000V 200A),,,254-254/1-7 ม.1 ถ.บางบัวทอง-สุพรรณบุรี ต.ท่าระหัด อ.เมืองสุพรรณบุรี สุพรรณบุรี 72000,14.4423570172332,100.133099162006,PTT,"
            100.133099162006,14.4423570172332,0
          "
ปตท บจ.หลังสวนปิยะแก๊ส (1),"Name-EN: PTT Lang Suan Piya Gas (1)<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2 (1000V 200A)<br>Address: 42-42/1-2, 42/7 หมู่ 5 ตำบลขันเงิน อำเภอหลังสวน ชุมพร 86110<br>Latitude: 9.913659<br>Longitude: 99.060805<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Lang Suan Piya Gas (1),120 kW,ChargeCore NKR: 2x CCS2 (1000V 200A),,,"42-42/1-2, 42/7 หมู่ 5 ตำบลขันเงิน อำเภอหลังสวน ชุมพร 86110",9.913659,99.060805,PTT,"
            99.060805,9.913659,0
          "
ท็อปส์ พลาซ่า พิจิตร,"Name-EN: Tops plaza pichit<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 332 หมู่ 3 ต.คลองคะเชนทร์ อำเภอเมืองพิจิตร์ จังหวัดพิจิตร<br>Latitude: 16.431484843142794<br>Longitude: 100.33808318544583<br>Provider: PTT",#icon-1899-DB4436-labelson,Tops plaza pichit,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,332 หมู่ 3 ต.คลองคะเชนทร์ อำเภอเมืองพิจิตร์ จังหวัดพิจิตร,16.431484843142794,100.33808318544583,PTT,"
            100.338083185446,16.4314848431428,0
          "
บิ๊กซี น่าน,"Name-EN: BigC Nan<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 708 หมู่ที่ 4 ตำบล ไชยสถาน อำเภอเมืองน่าน น่าน 55000<br>Latitude: 18.77800815607407<br>Longitude: 100.75794903971055<br>Provider: PTT",#icon-1899-DB4436-labelson,BigC Nan,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,708 หมู่ที่ 4 ตำบล ไชยสถาน อำเภอเมืองน่าน น่าน 55000,18.77800815607407,100.75794903971055,PTT,"
            100.757949039711,18.7780081560741,0
          "
ปตท แหลมฉบัง (ขาเข้า),Name-EN: PTT Laem Chabang Inbound<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 99/60 ม.10 ต.หนองขาม อ.ศรีราชา จ.ชลบุรี 20110<br>Latitude: 13.136543<br>Longitude: 100.984731<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Laem Chabang Inbound,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,99/60 ม.10 ต.หนองขาม อ.ศรีราชา จ.ชลบุรี 20110,13.136543,100.984731,PTT,"
            100.984731,13.136543,0
          "
ปตท ลาดพร้าว-วังหิน,"Name-EN: PTT Ladprao-Wanghin<br>Power: 120 kW<br>Description: IOCharger IOCAW05C 7kW: Type 2<br>StarCharge Jupiter120: 2x CCS2, Type 2 (1000V 200A)<br>Address: 499 ถ.ลาดพร้าววังหิน แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230<br>Latitude: 13.8218969<br>Longitude: 100.5908247<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Ladprao-Wanghin,120 kW,"IOCharger IOCAW05C 7kW: Type 2
StarCharge Jupiter120: 2x CCS2, Type 2 (1000V 200A)",,,499 ถ.ลาดพร้าววังหิน แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,13.8218969,100.5908247,PTT,"
            100.5908247,13.8218969,0
          "
ปตท หจก.โกมลประนอมบริการ,"Name-EN: PTT Komolpranorm Borikarn<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 56 ม.10 สุขุมวิท ตะพง เมืองระยอง ระยอง 21000<br>Latitude: 12.64433602<br>Longitude: 101.3525491<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Komolpranorm Borikarn,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,56 ม.10 สุขุมวิท ตะพง เมืองระยอง ระยอง 21000,12.64433602,101.3525491,PTT,"
            101.3525491,12.64433602,0
          "
